Folder,Folder Title,Identifier ,City/Town ,Survey Title,Document Form / Genre,Date,Date Statement,Date Year,Surveyor,Publisher,Property Owner,Neighbors,Scale,Latitude,Longitude,Streets,Notes,Background Notes,Related Registry Documents,No. of Sheets,Panels / Pieces,Sides,Dimensions (in.),Material Type,Condition Notes,Extent,,,,,,,,,,,,,,,,,,,
3,Massachusetts - Cambridge - Cohasset,Severy_Chelsea-003,"Chelsea, MA; Everett, MA",Plan of Powder Horn Heights. Chelsea and Everett Mass. Property of L.D. Griswold Land Co.,Survey,1919-05-22,5/22/1919,1919,Robert B. Bellamy,,L.D. Griswold Land Company,,1 in = 40 ft,42.409808,-71.035498,Grandview Road; Dartmouth Street; Cook Avenue; Brook Street; Jefferson Avenue; Springvale Avenue.  Spans Chelsea/Everett Border,"2 of 2 copies.  Features 114 numbered lots which have been colored in red.
Coordinates are shown for 9 Jefferson Avenue, Everett.",Part of Powder-Horn Heights development. see other Powder-Horn surveys in Bellamy collection. 1921 Everett Yeager Atlas shows that Griswold owned 10 lots at this intersection.,,1,,1,20 x 19,Blueprint,Backed,"1 sheet, blueprint, approx.20 x 19. Backed.",,,,,,,,,,,,,,,,,,,
3,Massachusetts - Cambridge - Cohasset,Severy_Chelsea-004,"Chelsea, MA; Everett, MA",[Untitled],Survey,,Not Dated,,[Robert B. Bellamy],,[L.D. Griswold Land Company],,1 in = 40 ft,42.409808,-71.035498,Grand View Avenue,"Layout for subdivision with 114 lots, dimensions, and notations.",Sole location identifier is Grandview Ave (now Grandview Road).  Appears to be draft for Power Horn Heights Development by L. Griswold Land Co. See other Powder-Horn surveys in Bellamy collection.,,1,,1,26 x 23,Kraft paper,Backed. Frayed edges.,"1 sheet, approx.26 x 23. Backed. Kraft paper.",,,,,,,,,,,,,,,,,,,
3,Massachusetts - Cambridge - Cohasset,Severy_Chelsea-005,"Chelsea, MA; Everett, MA",Plan of Powder Horn Heights. Chelsea and Everett Mass. Property of L.D. Griswold Land Co.,Survey,1919-05-22,5/22/1919,1919,Robert B. Bellamy,,L.D. Griswold Land Company,,1 in = 40 ft,42.409808,-71.035498,Grandview Road; Springvale Avenue; Brook Street; Jefferson Avenue; Cook Avenue,"Shows 72 lots tucked within 3 unlabeled streets. Development that is bordered by/includes Grandview Road, Springvale Avenue, Brook Street, Jefferson Ave., Cook Ave.",Part of Powder-Horn Heights package. See other Powder-Horn surveys in Bellamy collection.,,1,,1,26 x 23,Trace or vellum,Lower edge is torn.,"1 sheet, trace or vellum, approx. 26 x 23 in.",,,,,,,,,,,,,,,,,,,
3,Massachusetts - Cambridge - Cohasset,Severy_Chelsea-006,"Chelsea, MA; Everett, MA","Profiles of Streets in Powder Horn Heights, Chelsea and Everett Mass.",Survey,1920-06-23,6/23/1920,1920,Robert B. Bellamy,,L.D. Griswold Land Company,,Horiz:  1 in = 40 ft; Vert: 1 in = 5 ft,42.409808,-71.035498,Cook Avenue and Dartmouth Street at Prospect Avenue.,Preliminary profiles of streets with handwritten notes.,Part of Powder-Horn Heights package. see other Powder-Horn surveys in Bellamy collection Lots are right at Chelsea/Everett Border.  Powder Horn is a typographic feature in Chelsea near the Power Horn Heights proposed site. ,,1,,1,26.5 x 17.5,Trace or vellum,,"1 sheet, trace, approx. 26.5 x 17.5 in.",,,,,,,,,,,,,,,,,,,
3,Massachusetts - Cambridge - Cohasset,Severy_Chelsea-007,"Chelsea, MA","Plan of Land in Chelsea, Mass George H. Smith Company ",Survey,1909-04-01,4/1/1909,1909,W.F. Goodrich & G.L. Mirick ,,George H. Smith Company.,,1 in = 40 ft,42.409808,-71.035498,Cook Avenue; Madison Avenue; Palmer Street; Springvale Avenue; Washington Avenue,Subdivision plan showing about 101 lots. Includes circular inset birds eye view of entire development. ,"See other Powder-Horn surveys in Bellamy collection, which includes adjacent streets. Surveyor Goodrich did survey #Milton-014.",,1,,1, 31.5 x 19.5,Blueprint,Backed. Strong crease markes.,"1 sheet, blueprint, 31 1/2 x 19 1/2 in, backed",,,,,,,,,,,,,,,,,,,
3,Massachusetts - Cambridge - Cohasset,Severy_Chelsea-008,"Chelsea, MA","Plan of Land in Chelsea, Mass. [Note: This plan is a copy of plan drawn by W.F. Goodrich & G.L. Mirick, C.E.'s, dated April 1909]",Survey,1909-04,[April 1909],1909,J.S. Crossman,,[George H. Smith Company],,1 in = 40 ft,42.409808,-71.035498,Cook; Springvale; Madison; and Washington Avenues; Palmer St. Palmer and Springvale Court.  Boston & Northern Street Railroad.  Includes what is now Voke Park.,"Derivative of # Chelsea-007. Shows one development with over 100 divisions, another with 30, some marked ""sold.""","See 1900-1917 and 1914 Chelsea Bromley Atlas for some owners and division of lots. See Powder-Horn Heights development, which includes adjacent streets.",,1,,1,30 x 20,Blueprint,Blotchy print with evidence of much folding.,"1 sheet, blueprint, approx. 30 x 20 in.",,,,,,,,,,,,,,,,,,,
3,Massachusetts - Cambridge - Cohasset,Severy_Cohasset-001-A,"Cohasset, MA","[George C. Morrell Lots, Jerusalem Road, Cohasset, Part of George H. Tucker Estate]",Survey,1908-01-01,1/1/1908,1908,[Frederic Endicott],,[George C. Morrell; Estate of George H. Tucker],,1 in = 60 ft,42.26352,-70.826448,Jerusalem Road; Chestnut; Pleasant; Pine,Preliminary plan of 34 lots at Jerusalem east of Chestnut Street.  Note says part of George Tucker lot.,"May be related to development by developer Bonelli-Adams who did subdivision at Black Rock Estates (Norfolk Registry Plan 68-3259) as well as others in the Bellamy Collection.  Endicott also did plans of Sharon properties owned by Morrell. In 1901/1905, Endicott did plans for relocation and widening of Jerusalem Road.",Norfolk Plan #68-3259,1,,2,22 x 22,Kraft paper,,"1 sheet, approx. 22 x 22, kraft paper",,,,,,,,,,,,,,,,,,,
3,Massachusetts - Cambridge - Cohasset,Severy_Cohasset-001-B,"Cohasset, MA",[Untitled],,1908-01-01,1/1/1908,1908,,,[George C. Morrell; Estate of George H. Tucker],,1 in = 60 ft,42.26352,-70.826448,Jerusalem Road,Schematic layout of rods.,"Note says Jerusalem Road, Cohasset at what is now Perkins Place.",,1,,2,22 x 22,Kraft paper,,"1 sheet, approx. 22 x 22, kraft paper",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-001,"Canton, MA",Plan for Lighting Canton. Submitted by Neponset Electric [Thomson Houston System],Survey,,Not Dated,,,[Neponset Electric Co.],,,NA,,,Canton - General,Cover index of plan for lighting Canton. ,See Canton-017 and Canton-018. Also refers to Thomson-Houston System (a precursor to General Electric System). The Neponset Electric Co. was dissolved in 1893 per https://search.mass.gov/?q=corporate%20histories&page=1,,1,,1,8.5 x 6,Manila paper,Partially torn.,"1 sheet, 8.5 x 6",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-002,"Canton, MA; Easton, MA",[Stationary page with notes],Notes / Report,,[19th century],,,"Office of Selectman, Canton, MA",,,NA,,,,Paper with header title of Office of Selectman and seal. Contains penciled notations re a town meeting.,Date prefix of 18- indicates 19th century so probably from Endicott's era.,,1,,1, 8 x 11,Bond paper,,"1 page, approx. 8 x 11",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-003,"Canton, MA; Easton, MA",[Blank stationary page],Misc. sheet,1918,[1918],1918,,"Office of Superintendent of Schools, Canton & Easton",,,NA,,,,"Blank year prefix of 18___ indicates from Endicott's era.  Verso has notes about meeting and votes in July 1889, possibly related to other documents re lamping of Canton. Note lists F. Endicott as Secretary.",,,1,,1,8.25 x 5.75,Bond paper,,,,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-004,"Canton, MA","[Rockland St. and Howard St., Canton, Mass.]",Survey,,Not Dated,,[Robert B. Bellamy],,Helen M. Tolman; Erastus O. Fuller,,1 in = 10 ft,42.15121,-71.14645,58; 66; and 82 Rockland. Howard and Rockland Streets,"Preliminary drawing showing 3 lots with building footprints and field dimensions and notes. Notes say ""N.B. 57 Page 7"" and ""Computing No. 58 - Pages 44 .""",,,1,,1,30 x 26,Tracing paper,Conserved 2014. Partially torn.,"1 sheet, trace. 30 x 26 in.",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-005,"Canton, MA; Norwood, MA",[Untitled survey of lands adjacent to Purgatory Brook],Survey,1931,1931,1931,Robert B. Bellamy,,,,1 in = 200 ft,42.18637977,-71.17639286,Lots between Purgatory Brook and Neponset River,"Preliminary lot plan with dimensions and field notes, some rod layouts. Notation indicate dimensions based on Endicott plan.  ","May pertain to 1931 drawing Bellamy filed in Norfolk Registry (Plan #115-862) for Massachusetts Terminal and Arena Project in Norwood / Canton, an ambitious but failed airline/recreational project (http://norwoodthenandnow.com/category/1930s/)",Norfolk Bk/Pg: 115-861  (Plan #:1931-861); 115-862  (Plan #:1931-862),1,,1,36 x 27,Trace or vellum,Frayed and torn edges. Fragile.,"1 sheet, 36 x 27 in., vellum/trace",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-006-A,"Canton, MA",Plotted from notes of Survey of John McKindy: May be land at corner of Farkm[?] & Randolph St.,Survey,1865-03-07,3/7/1865,1865,[Frederic Endicott],,,,1 in = 200 ft,42.182031,-71.111847,Randolph Street at ?Farm Street,Sketch of plot with calculations on both sides. Measurements conveyed by rods/chain symbols.,,,1,,2,11 x 11,Kraft paper,Corner containing metadata is torn off.,"1 sheet, sketching; 11 x 11 in",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-006-B,"Canton, MA",Plan [….] Talbot Land,,1883-10-01,10/1/1883,1883,[Frederic Endicott],,E. P. Talbot,,1 in = 4 chains (264 ft),,,,Preliminary sketch showing outline of lot., See other surveys done for Talbots.,,1,,2,11 x 11,Kraft paper,Corner is torn off.,"1 sheet, sketching; 11 x 11 in",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-007,"Canton, MA",Plan of Frank Reed's Lot Springdale made by Frederic Endicott ,Survey,,Not Dated,,Frederic Endicott ,,Frank Reed, John H. Meyer & Co; Welsh.,1 in= 100 ft,42.15106,-71.128491,548 Bolivar Street,"Notation by Bellamy says: ""This is a very old plan made by Frederic Endicott for Frank Reed of Springdale. It evidently is the portion of John H. Meyer's Co. Inc. (Springdale Finishing Company) land that now abuts Welsh.""  ","Bellamy refers to Land Court Plan that he himself produced. Springdale is a section in Canton. Contains extensive note re provenance of lot, in the proximity of Springdale Finishing Co., which John H. Meyer Co. invested in. See Norfolk Deed D0474-900, drawn in 1872, recorded 1875 for Franklin Reed.  According to various sources, Reed on Bolivar Street, near Pine Street.  Reed owned Reed Cutlery Works.",Norfolk Plan D0474-900 ,1,,1,18.5 x 7,Kraft paper,Backed,1 sheet 18 1/2 x 7 in ,,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-008,"Canton, MA",Plan and Sections of Cesspools,Survey,,Not Dated,,{Frederic Endicott},,,,Plan: 1 in = 50 ft; Section: 1 in = 2 ft,42.147023,-71.129371,Randolph Street,"Plans, sections, and profiles showing gutters, profiles, and trench.","May be part of Endicott's work on the FIrst Water Commission, developing locations for town wells and a modern water delivery system. https://www.thecantoncitizen.com/2012/02/03/true-tales-endicott-2/",,1,,1,19 x 15,Kraft paper,Backed. Frayed edges. Very faded.,"1 sheet, approx. 19 x 15 in., backed",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-009-A,"Canton, MA",Plan of House Lots in South Canton belonging to Mr. Virgil P. Messenger,,1873-10-01; altered 1881-09-01,10/1/1873 [Altered 9/1/1881],1873,Frederic Endicott,,Virgil P. Messenger,"Thomas Dunbar, James S. Shepard",1 in = 64 ft,42.14364868,-71.14946002,Washington Street,Plan showing subdivision with approx. 40 lots. Note indicates altered Sept. 1881.,"According to Norfolk County Atlas 1876 ( http://www.historicmapworks.com/Map/US/47268/), Dunbar, Shepard, and Messenger owned lots on Washington Street close to Shepard's Pond and Dunbar Street. Messenger owned forerunner to Eureka Silk Factory.",,1,,2,23 x 15,Kraft paper,,"1 sheet, approx. 23 x 15 in.",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-009-B,"Dedham, MA",Plan of Abigail E. Ellison [sp.] in Dedham.,Survey,1873-10-01,10/1/1873,1873,Frederic Endicott & Caleb Ellis,,Abigail E. Ellison,Shine,,42.223229,-71.169241,Canton Street,Preliminary lot plan with measurements.,"Site probably is now in Westwood, which absorbed parts of Dedham when it split off in 1897.",,1,,2,23 x 15,Kraft paper,,"1 sheet, approx. 23 x 15 in.",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-010-A,"Canton, MA","[Untitled survey of land between Washington St. and Neponset St. regarding deed of Mrs. Kendall, 1815-1885]",Survey,1928-10-02,10/2/1928,1928,[Robert B. Bellamy],,Mrs. Kendall,,1 in = 10 ft,42.151931,-71.148548,Washington & Neponset Streets,"Preliminary lot plan showing building footprints, also outline of ""church or meeting-house"" and a bank. Displays detailed fields notes and measurements.","Probably preliminary plan for J. Wolfe; plan dated 5/13/1937. In 1942, Bellamy did a survey for Sadie J. Kendall near this location.",Norfolk Plans #D1762-454 and #D2391-543,1,,2,19 x 24,Manila paper,,"1 sheet, approx. 19 x 24 in.",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-010-B,"Canton, MA","Preliminary drawing Mt. Hunger Lot. Scale 100 [N.B. 38 sheets 69, 70, Computing 66, sheets 62]",Survey,,,,[Robert B. Bellamy],,,Paul; Wentworth; Mary Fuller; Loring Tucker; John Gerald; James T. Sumner,1 in = 100 ft,42.163431,-71.111938,"Turnpike Street; ""Cedar Swamp""","Preliminary lot plan.  Note references ""N.B. 38 Pages 69, 70, Computing 66, Pages 62"".","Bellamy filed several surveys in late 1920s in this neighborhood. Location is approximate, based on neighbors and references to Mt Hunger in History of Canton (https://books.google.com/books?id=iSxNAAAAYAAJ).",,1,,2,19 x 24,Manila paper,,"1 sheet, approx. 19 x 24 in.",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-011-A,"Canton, MA",Forrest W Haffermehl's Land,Survey,1926-07,"July, 1926",1926,[Robert B. Bellamy],,"Haffermehl, Forest W. ",,1 in = 80 ft,42.193985,-71.118538,Washington and Green Lodge Streets,Preliminary drawing made for land court. Rear side shows outline of building locations. ,See Bellamy Item #Canton-026. Neighbor Aldrich was noted poet & writer. Ponkapoag is a former tribal settlement that was eventually absorbed by Canton.,Norfolk Plans #D1764-196; #D1706-592,1,,2,27 x 18,Kraft paper,Torn edges.,"1 sheet, 27 x 18",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-011-B,,[Untitled],,,,,,,,,,,,,"Untitled sketch of 61,700-acre lot showing road and outline of building.",,,1,,2,27 x 18,Kraft paper,Torn edges.,"1 sheet, 27 x 18",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-012-A,"Canton, MA",A Plan of the Asa Shepard Place in Canton. Surveyed for Robert L. Draper December 1913 ,Survey,1913-12-01,[12/1/1913],1913,Frederic Endicott,,Asa Shepherd; R.L. Draper,,1 in = 50 ft,42.146607,-71.148074,,Lot plan with footprint of 3 buildings. ,"Bellamy and Endicott did surveys for Draper and Shephards, prominent Canton families. Norfolk Registry shows transactions between Draper and Shepard.",,1,,2,19 x 22,Kraft paper, Edges are torn. Severe tears.,"1 sheet, approx. 19 x 22 in.",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-012-B,"Sharon, MA",[Plan of a piece of land in Sharon containing 4.28 acres surveyed for Mr.  Herbert F. Nelson],,1913-01-01,1/1/1913,1913,Frederic Endicott,,Herbert F. Nelson,,1 in = 50 ft,42.136357,-71.167071,North Main Street; Massapoag Brook,Lot plan showing footprint of three buildings.,"See finished plan drawing for Herbert F. Nelson. In the 1920s, Bellamy did several surveys for Nelson, who served as a Sharon selectman.",Norfolk Plan #70-3359,1,,2,19 x 22,Kraft paper, Edges are torn. Severe tears.,"1 sheet, approx. 19 x 22 in.",,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-013-A,"Canton, MA; Milton, MA; Randolph, MA","A Plan of Land in Canton, Randolph, and Milton belonging to Hon. Henry L. Pierce. ",Survey,1878,Atherton original 1854; Endicott 1878,1878,Elijah Atherton; Frederic Endicott [copy],,Hon. Henry L. Pierce,Samuel Blackman; James Dunbar; Lewis Morris; Whiting; Ellis Tucker; Thomas Harrison; Elijah Lewis; Elijah Spear; Rebecca Lewis; William Dower; Hannah N. Howard; Julia A. Hanscom; Elijah Bailey,1 in = 10 rods (165 ft),42.19145,-71.1173497,Washington Street,Land survey.,See Canton-056-B.  Also 1894 drawing of same title referenced in Olmsted collection: (01504-89 - https://olmstedonline.org/Plan/Details/120309)   Henry Pierce was a US representative and involved with Baker Cho  (https://en.wikipedia.org/wiki/Henry_L._Pierce),,1,,2,36 x 26,Vellum or linen,Frayed and torn edges.,1 sheet ; 36 x 26 in.,,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-013-B,"Canton, MA","Plan of the lands of Hon. Henry L. Pierce in Canton, Randolph & Milton",Survey,1878,1878,1878,Frederic Endicott,,Hon. Henry L. Pierce,"Various: Mrs. Curtis, William Blackman",1 in = 10 rods (165 ft),42.19145,-71.1173497,,May be preliminary sketch for plan on verso,See background notes for verso.,,1,,2,36 x 26,Vellum or linen,Frayed and torn edges.,1 sheet ; 36 x 26 in.,,,,,,,,,,,,,,,,,,,
4,Massachusetts - Canton - Folder 1,Severy_Canton-014,"Canton, MA","[Untitled map of Canton, Mass.]",Survey,1873,1873,,[Robert B. Bellamy],,,"Joseph W. Wattles, III; Alexander Fisher",1 in = 60 ft,42.19019,-71.12299,Hillcrest Road and Sutcliffe Avenue; Hubbard Avenue to Washington,"Schematic layout showing subdivision of 25 lots. Handwritten note: ""Many of the lead pencil notes on this plan are not my work""  ","In 1941, Bellamy filed in Norfolk registry a showing lot C15 for Charles Barkart as owner; plan shows lot located at Hillcrest and Ponkapoag Way.  Basis of layout probably is a 1940 subdivision plan by Albert Oxenham for Model T Homes Inc./Hillcrest Acres (D2270-509-B).",Norfolk Plan D2362-535 (Plan 1941-797); D2270-509-B; Plan #126-333; Plan #126-376,1,,1,36 x 28.5,Kraft paper or manila,Conserved 2014. Backed.,"1 sheet, 36 x 28.5 backed",,,,,,,,,,,,,,,,,,,
