identifier,city_town,survey_title,date,auction_date,property_owner,neighbors,streets,notes,background_notes,related_registry_doc,surveyor,publisher,auctioneer,surveyor_no,scale,latitude,longitude,no_sheets,panels,sides,dimensions_in,form_genre,material,condition_notes
Perkins_3_1,"Boston, MA","The Back Bay Lands of the Boston Water Power Co. Trustees, Dec. 10, 1901",1901-10-10,,"Boston Water Power Company, trustees of",,,Appears to be cover sheet for material related to Back Bay Lands.  Text in decorative border with several typefaces.,,,,,,2192,Not applicable,,,1,,1,12.5 x 10.5,Cover Sheet,Ink on coated vellum,
Perkins_3_2,"Watertown, MA",Whitney's Watertown Historical Map,Not dated,,"Whitney, John","Benjamin; Blois, Edmund; Eddy, John; Freeman; Howe, E.; Lewis, Edward; Phillips, Mrs. George; Potter; Windes [sp?]; Woodward, George; Woodward, Richard",,Map of Watertown in its entirety showing property outlines but only 14 lots display owners. Details Charles River. Dashed line shows official border of Watertown but also includes lots that became part of neighboring Waltham.,"Appears to be a selective version of Henry Bond's 1855 ""A map of the original allotments of land and the ancient topography of Watertown proper.""   (https://www.digitalcommonwealth.org/search/commonwealth:5m60r419c). May have been produced in conjunction with William H. Whitney's publication of ""Watertown farm in eight generations. A memorial of the Whitney family.""",,,,,,1 in = 1000 ft,42.370833,-71.183333,1,,1,25 x 16.5,Map,Blueprint,Edge damage. Stored in plastic sleeve.
Perkins_3_3,"Boston, MA",[Untitled - Caledonia Street - Astor Street - Plan No. 1],1891-10-10,,"Moore, Ann, heirs; Healy, Carrie E.",,Astor Street [Burbank Street]; Caledonia Street [Norway Street]; Parker Street [Hemenway Street]; West Chester Park [Massachusetts Avenue]; Westland Entrance to Park [Westland Avenue].,Subdivision plan showing three blocks of lots. One block is labelled Block A and B; lots are numbered 1 thru 33; one labelled sold.  Lots show dimensions and sf.  ,"Another copy is in the Fuller Whitney folder in the Perkins Collection (https://archives.bpl.org/repositories/2/archival_objects/66218), Folder W56, Item 1766-2538.",,"Whitney, William H.",,,,1 in = 60 ft,42.3455375,-71.0891102,1,,1,18 x 16,Survey Plan,Sepia on vellum,Buckling. Discoloration. Edge damage. Dimensions include binding.
Perkins_3_4,"Wakefield, MA",Plan of David Wiley's Farm,1848-10-01,,"Wiley, David",,Water Street; Wiley Street,"Subdivision plan showing 12 numbered lots with acreage and select dimensions. Includes building footprints for house, barn, and shop and hatched location of river.  Contains Fuller & Whitney stamp.",South Reading became Wakefield in 1868.,,"(Copied by Lloyd, W.E.)",,,C-266 / 774 / 19024,1 in = 10 rods (165 ft),42.49933999,-71.04715568,1,,1,21.5 x 17.5,Survey Plan,Ink on vellum,Buckling. Folds.
Perkins_3_5,"Boston, MA",$chedule for Oct. 1880,1880-10-01,,,,,Schedule of land transfers recorded as well as list of filling and improvements in Back Bay Lands. Text is handwritten in mauve ink.,Appears to be a page from the Fuller & Whitney schedule books of land transfer. Entries are coded by lot numbers that reference lots on the Plan of Back Bay (https://collections.leventhalmap.org/search/commonwealth:3f463497p),,Fuller & Whitney,,,,Not applicable,,,1,,1,24 x 12,Schedule,Ink on bond,Edge damage. Left margin contains taped edge with punch holes.
Perkins_3_6,"Boston, MA",[Untitled - Flounder Lane],1817-01-01,,,Robbins; Teleston,Flounder Lane [Defunct],"Lot plan of buildings along wharf and dock, featuring dimensions and outline of mansion house, counting room, and other structures. Docks are outlined in blue and buildings shaded.  Comprised of two panels, one pasted atop the other. Displays Fuller & Whitney stamp.",Flounder's Lane was near what is now Atlantic Avenue.,,"Taylor, William",,,,1 in = 20 ft,42.3533394,-71.05434125,1,2,1,14 x 16.5,Survey Plan,Ink on manila,Edge damage. Stains. Tears. Sheet dimensions given for overall size of two taped pieces.
Perkins_3_7,"Boston, MA",Plan of Lands in Back Bay belonging to the Boston Water Power Co.,1902-07-30,,"Boston Water Power Company, Lyman, Arthur, Moses, Williams, Storer, John H. trustees of",Harvard Medical School; Museum of Fine Arts; New York Central Hudson Railroad,Audubon Circle; Audubon Road [Park Drive]; Back Bay Fens; Baystate Road; Beacon Street; Brookline Avenue; Commonwealth Avenue; Fenway; Francis Street; Granby Street [Defunct]; Hemenway Street; Huntington Avenue; Longwood Avenue; Massachusetts Avenue; Newbury Street; Riverdale Park [Muddy River]; Sherborn Street [Silber Way]; Tremont Avenue; other streets,"Plan showing properties of the Boston Water Power Company.  Extent is between Commonwealth Avenue and Charles River (north), Huntington Avenue (south), Longwood Avenue (west), Massachusetts Avenue (east). Shows streets, water features and parks, railroad and trolley tracks, and building footprints. Per legend, black rectangles reflect Boston Water Power Company's properties; footprints of buildings belonging to others are hatched.  The area which now comprises the Longwood medical area is shown as a grid of blocks with dashed outlines.",Street layout shows an interim phase between the 1902 and 1906 Bromley Atlases,,Fuller & Whitney,Heliotype Printing Company,,,1 in = 300 ft,42.34447588,-71.09783083,1,,1,25.5 x 22.5,Survey Plan,Lithograph,Creases. Edge damage. Tears.
Perkins_3_8,"Boston, MA","Plan of City Lands to be sold Oct. 30th, 1850",1850-01-01,1850-10-30,"Boston, City of","Allen, A.J.; Bowers, C.E.; Chandler, P.W.; Parmelee, A.",Chester Square; Chester Street [Massachusetts Avenue]; Northampton Street; Springfield Street [West Springfield Street]; Suffolk Street [Shawmut Avenue]; Tremont Street; Washington Street,"Subdivision plan showing 4 blocks comprising lots numbered 1 thru 123 plus 3 lots labelled as ""sold."" Lots feature dimensions. Contains decorative title and borders and tree symbols along streets. Chester Square features a central fountain element and is abutted by blocks labelled as ""malls."" Contains announcement: Chester Square and street to be improved by the City with trees, fences and walks agreeably to the above plan, previous to January 1852. Bears William H. Whitney stamp, drawing number C-5126.  Handwritten note states ""Fiske donation.""",Date is inferred. See LMEC version: https://collections.leventhalmap.org/search/commonwealth:9s161g95f,,Not provided,"Bufford, J. B. & Co., lithographer",,D-512C,1 in = 50 ft,42.33839244,-71.07925036,1,,1,30 x 22,Auctioneer Plan,Lithograph,Creases. Edge damage.
Perkins_3_9,"Boston, MA","Plan of City Wharf in Boston, Mass. Showing eight lots of land therein to be sold at Public Auction on the Premises on Wednesday April 20th 1853, at 12 Noon.",1853-04-09,1853-04-20,"Quincy, Josiah","Appleton, William; Boston, City of; Libbey, W. & J.B.; Rich, Isaac",Chatham Street; City Wharf; Clinton Street; Commercial Street; Cross Street; Long Wharf; Mercantile Wharf; North Market Street; South Market Street,"Subdivision plan showing 8 numbered lots overlapping with lots labelled A thru M; some lots were already sold, the rest available for sale. Lots show dimensions and sf as well as other property lines, 20-foot-passageway ""guaranteed to the purchasers"" of alphabetical lots. Contains decorative title block and border.   Title indicates that original survey was done by Chesborough, City Engineer, and lots were arranged for the owner by Gridley Bryant, architect. Penciled sf calculations along borders. Bears William H. Whitney stamp, drawing number C-512A.  Handwritten note states ""Fiske donation.""  ","Appears to be supplement to earlier plan in the LMEC collection which shows additional lots for sale: https://collections.leventhalmap.org/search/commonwealth:9s161h27h  Chesbrough was the first appointed city engineer of Boston, 1851-1855.",,"Bryant, Gridley James Fox; Chesborough, E.S.","Thayer, B.W. & Co., lithographers",,D-512A,1 in = 20 ft,42.36095722,-71.05109476,1,,1,33.5 x 31,Auctioneer Plan,Lithograph,Creases. Edge damage. Hole.
Perkins_3_10,"Boston, MA",Plan showing Lands of the Boston Water Power Co.,1893-05-01,,Boston Water Power Company,"Ames, Oliver; Bassett, Adisha; Binney, W.G.; Boston & Albany Railroad; Browne, Rufus H.; Burrage, W.W.; Corey, Mary G.; Dana, Woodbury; Estabrook, R.; Finney, William H.; Folsom, Abraham; Francis, Ebenezer, estate of; Harvard College; Haven, Franklin; Hobart, Francis; Lincoln, W.H.; Minot, William, Jr.; Moore, J.B.; Pomeroy, Ralph M.; Sears, David; Sears, Emily E., Frederick N., and Knyvet W.; Smith, Phineas B.; Thayer, Frank N.; Thomas, Washington B.; Warren, Winslow; Whitney, Charles; Whitney, Susannah, heirs of;",Agassiz Road; Astor Street [Burbank Street]; Audubon Circle; Audubon Road [Park Drive]; Back Bay Fens; Batavia Street [Symphony Road]; Boylston Road; Boylston Street; Brookline Avenue; Bryant Street [Forsyth Street]; Burlington Avenue; Butler Street [Overland]; Fenway; Huntington Avenue; Huntington Entrance [Forsyth Way]; Ipswich Street [Charlesgate East]; Longwood Avenue; Miner Street; Parker Street [Hemenway]; Tremont Entrance [defunct]; West Chester Park [Massachusetts Avenue]; Westland Entrance; Westland Avenue; other streets,"Plan showing properties of the Boston Water Power Company in the context of filled-in land and abutting properties.  Shows streets, water features and parks, railroad, and hatched building footprints for selected blocks.  Buildable lots are shaded red with dimensions and sf; other lots are shaded green with trees and water elements shown. Bears William H. Whitney stamp, drawing number C-456. ",,,Morton & Quimby,Forbes Co.,,C-456,1 in = 166.66 [1:12000],42.34447588,-71.09783083,1,,1,41 x 27,Survey Plan,Lithograph,Creases. Edge damage. Missing piece. Taped sections. Tears.
Perkins_3_11,"Boston, MA",[Untitled - Copy of Plans related to Boston Power Company lands],1888-11-28 (Copied 1889-10-25),,Boston Water Power Company,"Aspinwall Land Company; Binney & Brinton, E.I. Browne, trustee; Boylston Street Land Company; Carey, Mary C.; Chandler, J.W.; Harvard College; Lincoln, W.H.; Robinson, T. et al; Tappan, William A.","Back Bay Fens; Brookline Avenue; ""Charles River Bay""; Longwood Entrance [defunct]; Muddy River","Schematic plan that appears to be amalgamation of ""plan numbered 1176 made for H.D. Hyde, eng."" in 1888 and other sources.  Shows bodies of water in shaded outlines with red dashed lines indicating water levels in the Muddy River; lot owners; overlayment grid in red ink; repeated labelling of plan #1541. Multicolored ink used.",,,(Copied),,,1541,Not provided,42.34447588,-71.09783083,1,,1,43 x 28.5,Survey Plan,Ink on coated vellum,Buckling. Creases. Edge damage.
Perkins_3_12,"Boston, MA",Plan of Huntington Ave. Lands belonging to the Boston Water Power Co.,1872-11-01,,Boston Water Power Company,"Boston & Albany Railroad; Boston & Providence Railroad; Chickering Piano Forte Manufactory; Gray, William; Institute of Fine Arts; Institute of Technology; Natural History Rooms; Snelling",Arlington Street; Beacon Street; Berkeley Street; Berwick Park [Braddock Park]; Boylston Street; Buckingham Street [Defunct]; Carleton Street [Defunct]; Charles River; Claremont Park [Worcester Street]; Clarendon Street; Commonwealth Avenue; Dartmouth Street; Exeter Street; Fairfield Street; Gloucester Street; Greenwich Park; Hereford Street; Holyoke Street; Huntington Avenue; Marlborough Street; Morgan Street [Cahners Place]; Newbury Street; Northampton Street; Parker Street [Hemenway Street]; Providence Street; St. James Avenue; Stanhope Street; Wellington Street; West Canton Street; West Chester Park [Massachusetts Avenue]; West Newton Street; West Rutland Park [West Rutland Square]; Yarmouth Street ,"Street layout showing streets between the Boston Public Gardens and Fens. 11 blocks show numbered lots with dimensions, sf, and abutting passageways. Railroad depots and named institutional buildings are hatched. Contains decorative title block and border. ",,,Fuller & Whitney,,,,1 in = 150 ft,42.34840915,-71.08373361,1,,1,43 x 35.5,Survey Plan,Lithograph,Buckling. Creases. Discoloration. Edge damage. Tears. Left edge has been cut or torn off.
Perkins_4_1,"Somerville, MA",Plan of Lots in Somerville owned by Joseph Clark,1873-01-01,,"Clark, Joseph","Sanborn, D.A.; Vinal, A.E.",Adrian Street; Clark Street; Concord Avenue; [Joseph Street]; Newton Street,"Subdivision plan showing 32 numbered lots spread over 3 blocks. Displays dimensions, sf, stake markers, boundary directions, and unnamed 40-foot-wide street [Joseph Street]. Includes list of references to other surveys.  Notes indicate copied or annotated c. 1897.",,,"Kimball, George A.",,,,1 in = 40 ft,42.377126,-71.098435,1,,1,19 x 13.5,Survey Plan,Ink and pencil on bond,Discoloration.
Perkins_4_2,"Somerville, MA",Plan of Powder House Farm in Somerville owned by heirs of Nathan Tufts,1891-07-11,,"Tufts, Nathan, heirs",,Appleton Street; Bay State Avenue; Broadway; College Avenue; Fosket Street; Francesca Avenue; Hall Avenue; Kidder Avenue; Liberty Avenue; Lowden Avenue; Mallet Street; Nathan Tufts Park; Powder House Terrance; Willow Avenue,Subdivision plan showing 200 numbered lots with dimensions and sf spread over 12 blocks and divided by 40-foot-wide streets shaded in pink. Streets and paths of Nathan Tufts Park detailed. Decorative title lettering and directional arrow.,Somerville created the Nathan Tufts Park in 1890 after Nathan Tufts offered the land to the city.,,"Kimball, George A.",,,,1 in = 100 ft,42.39857747,-71.11667531,1,,1,19 x 15,Survey Plan,Ink on vellum,Edge damage. Tears.
Perkins_4_3,"Lexington, MA",Plan of Building Lots in East Lexington owned by John H. Blodgett,1875-01-01,,"Blodgett, John H.","Butterfield, S.; Childs, Augustus; Flint, estate of; Jenny, N.; Pierce, Nathaniel; Pierce, P.P.; Smith, L.; Stearns, George; Stone",Farnum Street [Defunct]; Lexington Avenue; Locust Avenue; Madison Avenue [Defunct]; Main Street [Massachusetts Avenue]; Maple Street; Tower Street [Tower Road]; Watson Avenue [Defunct],"Subdivision plan showing 94 numbered lots with dimensions and sf as well as park. Abutters' lots show hatched building footprints. Note indicates that location of buildings taken from 1875 Beers' Middlesex Atlas. Decorative title lettering, directional arrow, and border.","Late 19th-century urban atlases indicate that this area was the focus of various planned developments, with different street names.",,"Kimball, George A.",American Photo-Lithographic Co.,,,Not provided,42.43396182,-71.20970794,1,,1,16 x 17,Survey Plan,Lithograph,Edge damage. Missing pieces.
Perkins_4_4,"Somerville, MA","Plan of the ""Powder House Farm"" owned by Nathan Tufts Heirs",1873-06-01,,"Tufts, Nathan, heirs","Andrews, M.S.; Blanchard, J.; Chase, D.; Earle, J.; Hall, heirs; Kempton, C.; Parkhurst, C.W.; Thomas, J.; Thrasher, J.M.; Vinal & Henderson",Broadway; Elm Street; Willow Street,"Lot plan showing 31.2 acre lot with boundary locations and footprint of dwellings, chapel, powder house, and walls. Decorative title lettering, directional arrow, and border.",,,"Kimball, George A.",,,,1 in = 80 ft,42.39685789,-71.11861352,1,,1,26 x 24.5,Survey Plan,Kraft on linen backing,Discoloration. Edge damage. Stains and spotting on verso.
Perkins_5_1,"Hudson, NH","Plan of Ottemick Pond in Hudson, N.H. showing a part of ____ North Line. The Area of the Pond is about 38 acres.",1882-12-01 (Copied),,,"Brown, Mary C.; Chase, Enich P.; Cutter; Fuller, Joseph; Haseltine, George W.",Ottarnic Pond; Hale's Brook,"Plan showing Ottemick Pond in the context of abutting properties. Shows reference lines, bathymetric contour lines, and magnetic east and south lines (portrayed by red dashed lines).",Variant of plan Perkins 5_2,,"Webster, Kimball",,,,5/8 in = 1 chain (66 ft),42.77143709,-71.42347495,1,,1,22 x 17.5,Survey Plan,Pencil on trace,
Perkins_5_2,"Hudson, NH","Plan of Ottemick Pond in Hudson, N.H. showing a part of ____ North Line. The Area of the Pond is about 38 acres.",1882-12-01,,,"Brown, Mary C.; Chase, Enich P.; Cutter; Fuller, Joseph; Haseltine, George W.",Ottarnic Pond; Hale's Brook,"Plan showing Ottemick Pond in the context of abutting properties. Shows reference lines, bathymetric contour lines, and magnetic east and south lines (portrayed by red dashed lines).",Variant of plan Perkins 5_1,,"Webster, Kimball",,,,5/8 in = 1 chain (66 ft),42.77143709,-71.42347495,1,,1,24 x 19,Survey Plan,Pencil on bond,Discoloration. Edge damage. Stains and spotting on verso.
