Identifier,Latitude,Longitude,Folder,Date,City/Town ,Property Owner ,Survey Title ,Streets ,Neighbors ,Notes,Background Notes ,Material Type,Surveyor 
Perkins_M_T110-1,42.38516,-71.118606,T110,1910-10-24,"Cambridge, MA","Campbell, Emma C.",,"Forest St, Mass Ave, Massachusetts Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T110-10,42.358219,-71.100796,T110,1910-12-01,"Cambridge, MA","Scully, James J.; Scully, John T.",,"Pacific St, Waverly St, Albany St",,,,,W.A. Mason & Son Co.
Perkins_M_T110-12,42.383865,-71.130847,T110,1911-01-01,"Cambridge, MA",,,"Garden St, Winslow St, Huron Ave, Sherman St, Orrin St Oliver St",,,,,W.A. Mason & Son Co.
Perkins_M_T110-14_bp,42.396607,-71.129823,T110 bp,1910-12-01,"Cambridge, MA","Morrill, Louisa J.; Morrill, George H.",,"Mass Ave, Massachusetts Ave, Dudley St",E.R. Dix,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T110-14_bp,42.396607,-71.129823,T110 bp,1910-12-01,"Cambridge, MA","Morrill, Louisa J.; Morrill, George H.",,"Mass Ave, Massachusetts Ave, Dudley St",E.R. Dix,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T110-17_bp,42.34985,-71.152595,T110 bp,1910-11-26,"Brighton (Boston, MA)",,Plan of Land,"Henshaw St, Market St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T110-18,42.360324,-71.101719,T110,1910-10-01,"Cambridge, MA",,Plan of Land,"Pacific St, Sidney St, Pilgrim St, Landsdowne St",,,,,W.A. Mason & Son Co.
Perkins_M_T110-2,42.372103,-71.121401,T110,1910-12-14,"Cambridge, MA",,,Eliot St,,,,,W.A. Mason & Son Co.
Perkins_M_T110-3,42.369618,-71.103505,T110,1910-12-17,"Cambridge, MA","Bright, John J.",,"Inman Place, West St, Inman St",,,,,W.A. Mason & Son Co.
Perkins_M_T110-4,42.370847,-71.152182,T110,1910-11-01,"Watertown, MA",,Plan of Land,Grove St,Catholic cemetery,,,,W.A. Mason & Son Co.
Perkins_M_T110-6,42.367074,-71.091902,T110,1910-11-30,"Cambridge, MA","Ambrose, Frank; McGurk, Mary",,"Webster Ave, Hampshire St",,,,,W.A. Mason & Son Co.
Perkins_M_T110-8,42.37458,-71.094096,T110,1910-10-29,"Somerville, MA","Betancourt, Manuel A.",,"Columbia St, Columbia Court",Betancourt,,,,W.A. Mason & Son Co.
Perkins_M_T110-8,42.37458,-71.094096,T110,1911-10-19,"Somerville, MA",,,"Columbia St, Columbia Court",Betancourt,,,,W.A. Mason & Son Co.
Perkins_M_T110-9,42.363641,-71.118606,T110,1910-11-01,"Brighton (Boston, MA)","Bullard, Joseph O.",,Western Ave,"Whitten, Fuzzard, Griggs",2 pages of notes,,,W.A. Mason & Son Co.
Perkins_M_T110-9,42.363641,-71.118606,T110,1910-11-01,"Brighton (Boston, MA)","Bullard, Joseph O.",,Western Ave,"Whitten, Fuzzard, Griggs",3 pages of correspondence between W. A. Mason & Son and Mr. James M. Walsh,,,W.A. Mason & Son Co.
Perkins_M_T110-9A_bp,42.363689,-71.118611,T110 bp,1910-11-01,"Brighton (Boston, MA)","Bullard, Joseph O.",,Western Ave,"Whitten, Griggs, Fuzzard, Metropolitan Park Reservation",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T111-1,42.377057,-71.138443,T111,1911-04-28,"Cambridge, MA","Howe, A.S.D.",,"Lakeview Ave, Brattle St",,,,,W.A. Mason & Son Co.
Perkins_M_T111-12_bp,42.389317,-71.183869,T111 bp,1921-01-01,"Belmont, MA; Waverly, MA","Chandler, F. Alexander",,"Waverley St, Slade Ave",H.S. Harris,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T111-13_bp,42.349858,-71.152289,T111 bp,1911-08-15,"Brighton (Boston, MA)","Bennett, S.H.",,"Washington St, Henshaw St, Market St","Henry A. Reuter, William H. Woods, William Warren",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T111-14_bp,42.357291,-71.103709,T111 bp,1921-04-01,"Cambridge, MA","Bailey, Alfred",,"Waverly St, Erie St, Albany St","C.A. Dodge Co., John Reardon & Sons Co.",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T111-15_bp,42.356292,-71.16717,T111 bp,1921-04-01,"Brighton (Boston, MA)","Welsh, Willard",,"Newton St, Charlesview St","Ella G. Nason, Annie M. Stoddard, Arthur Reed, Harriet L. Kimball",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T111-17_bp,42.380616,-71.139672,T111 bp,1921-02-14,"Cambridge, MA","Butcher, Charles",,"Lakeview Ave, Huron Ave","Reuben E. Demmon, Barnard A. Rice, Alfred C. Porter, John Kinnear",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T111-18_bp,42.390783,-71.091698,T111 bp,1921-03-05,"Somerville, MA","Welsh, Willard",,"Kenneson Rd, Broadway","Charles A. Kennerson, Mary E. Denney, Myrtle W. Harding,",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T111-3,42.405773,-71.141903,T111,1911-02-27,"Arlington, MA","Viano, John J.",,"Cleveland St, Mass Ave, Massachusetts Ave, Winter St",,,,,W.A. Mason & Son Co.
Perkins_M_T111-4,42.382062,-71.112517,T111,1911-03-04,"Cambridge, MA","Malcolm, John L.",,"Carver St, Museum St Hammond St, Wendell St",Nickerson,,,,W.A. Mason & Son Co.
Perkins_M_T111-5,42.365195,-71.101574,T111,1908-03-01,"Cambridge, MA",,,"Norfolk St, Austin St",,,,,W.A. Mason & Son Co.
Perkins_M_T111-8_bp,42.365231,-71.107705,T111 bp,1921-03-15,"Cambridge, MA","Pickett, George F.; Pickett, Sarah ",,"Western Ave, Soden St, Central Place","George F. Pickett, Joseph F. Townsend",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T111-8_bp,42.365231,-71.107705,T111 bp,1921-03-15,"Cambridge, MA","Pickett, George F.; Pickett, Sarah ",,"Western Ave, Soden St, Central Place","George F. Pickett, Joseph F. Townsend",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T112-10,42.396369,-71.130155,T112,1911-01-01,"Cambridge, MA",,,"Dudley St, Cedar St, Mass Ave, Massachusetts Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T112-13,42.373375,-71.136121,T112,1921-02-01,"Cambridge, MA",Coolidge,,"Metropolitan Park Reservation, Coolidge Ave","Hayes Estate, Cambridge Cemetery",,,,W.A. Mason & Son Co.
Perkins_M_T112-14,42.384206,-71.186594,T112,1921-06-01,"Belmont, MA; Waverly, MA",,Desirable house lots at Elbow Hill Terrace,"Walnut St, Maple St, White St, Sylvester Rd, Beech St",,,,,W.A. Mason & Son Co.
Perkins_M_T112-15_bp,42.357046,-71.103784,T112 bp,1921-06-01,"Cambridge, MA",John Reardon & Sons Co.,,"Waverly St, Erie St, Reardon St","Washington Square, Alfred Bailey, C.A. Dodge Co., John Lally",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T112-8,42.390414,-71.121835,T112,1921-06-16,"Cambridge, MA","Green, W.J.",,"Regent St, Massachusetts Ave, Mass Ave","Lubbe, Parsons",,,,W.A. Mason & Son Co.
Perkins_M_T112-9,42.374457,-71.118858,T112,1921-04-01,"Cambridge, MA",Harvard Square,,"Harvard Sq, Brattle St, Boylston car tracks, Church St, Garden St, Peabody St, Mass Ave, Massachusetts Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T113-2_bp,42.385913,-71.115425,T113 bp,1911-08-01,"Somerville, MA","Fales, Edward A.",,"Beacon St, Oxford St","Mary O'Connell, William Kaufman, Fitchburg Railroad",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T113-3_bp,42.382181,-71.1364,T113 bp,1911-08-30,"Cambridge, MA","McGray, Harvey D.",,"Fayerweather St, Vassal Lane, Huron Ave, Granville Rd, Reservoir St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T113-4_bp,42.382173,-71.136271,T113 bp,1911-08-01,"Cambridge, MA","McGray, Harvey D.",,"Fayerweather St, Vassal Lane, Huron Ave, Granville Rd, Reservoir St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T113-5,42.372397,-71.107544,T113,1912-05-01,"Cambridge, MA","Brodie, Bertha",,"Ellsworth Ave, Broadway",,,,,W.A. Mason & Son Co.
Perkins_M_T113-6_bp,42.411001,-71.148684,T113 bp,1911-04-01,"Arlington, MA","Wyman, John P. ",Wyman Terrace,"Mass Ave, Massachusetts Ave","W.K. Hutchinson, Lexington and Arlington branch Railroad Location",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T113-6_bp,42.411001,-71.148684,T113 bp,1911-04-10,"Arlington, MA","Wyman, John P. ",Wyman Terrace,"Mass Ave, Massachusetts Ave","W.K. Hutchinson, Lexington and Arlington branch Railroad Location",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T113-7_bp,42.370356,-71.108456,T113 bp,1911-09-01,"Cambridge, MA","Morse, Charles H.",,Harvard St,"Frederick E. Heath, Charles S. Rice, Edward H. Rogers, City of Cambridge, Edward L. Estabrook, Addie J. Sparrow",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T113-7_bp,42.370356,-71.108456,T113 bp,1911-09-01,"Cambridge, MA","Morse, Charles H.",,Harvard St,"Frederick E. Heath, Charles S. Rice, Edward H. Rogers, City of Cambridge, Edward L. Estabrook, Addie J. Sparrow",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T113-8_bp,42.365631,-71.154006,T113 bp,1911-09-01,"Watertown, MA","Brevick, Halvard E.",,"Berkeley St, Arlington St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T113-8_bp,42.365631,-71.154006,T113 bp,1915-11-16,"Watertown, MA","Brevick, Halvard E.",,"Berkeley St, Arlington St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T113-8,42.365631,-71.154006,T113,1915-11-20,"Watertown, MA","Brevick, Halvard E.",,"Berkeley St, Arlington St",letter to W.A. Mason from Edwin H. Buzzell,letter,,,W.A. Mason & Son Co.
Perkins_M_T114-1,42.370526,-71.159745,T114,1911-07-27,"Watertown, MA","O'Brien, Margaret M.E.",,Mount Auburn St,,,,,W.A. Mason & Son Co.
Perkins_M_T114-10,42.365088,-71.093522,T114,1911-09-01,"Cambridge, MA","Hammond, J.W.",,Harvard St,,,,,W.A. Mason & Son Co.
Perkins_M_T114-12,42.382185,-71.136448,T114,1911-08-30,"Cambridge, MA","McGray, Harvey D.",,"Fayerweather St, Granville Rd, Reservoir St, Vassal Lane, Huron Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T114-2,42.36875,-71.108038,T114,1911-07-12,"Cambridge, MA",,Plan of Premises,"Hancock St, Arnold Circle, Mass Ave, Massachusetts Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T114-3,42.374572,-71.102335,T114,1911-07-01,"Cambridge, MA; Somerville, MA","Dimick, Calvin",,"Cambridge St, Beacon St, Concord Ave, Dimick St",Plan A,,,,W.A. Mason & Son Co.
Perkins_M_T114-4,42.375951,-71.10225,T114,1911-07-01,"Somerville, MA","Dimick, Calvin",,"Concord Ave, Beacon St, Buckingham St",Plan B,,,,W.A. Mason & Son Co.
Perkins_M_T114-5,42.367288,-71.07959,T114,1911-09-01,"Cambridge, MA",American Net & Twine Co.,,"Charles St, Second St",,,,,W.A. Mason & Son Co.
Perkins_M_T114-6,42.369341,-71.157525,T114,1911-09-01,"Watertown, MA",,Norwood Park subdivision of lot 7,Bigelow Ave,Plan A,,,,W.A. Mason & Son Co.
Perkins_M_T114-7,42.368199,-71.157197,T114,1911-09-01,"Watertown, MA",,Norwood Park subdivision of lot 7,Bigelow Ave,Plan B,,,,W.A. Mason & Son Co.
Perkins_M_T114-9,42.36896,-71.091338,T114,1911-09-20,"Cambridge, MA","Coulter, J.F.; Coulter, Hannah",,"Berkshire St, Vandine St",,,,,W.A. Mason & Son Co.
Perkins_M_T115,42.380441,-71.142284,T115,9999-01-01,"Arlington, MA; Cambridge, MA",,Plan of Hawthorne Avenue,"Hawthorne Ave, Huron Ave","D.P. & M.E. Sullivan, L.F. Rice, G.B. Ketchum, Wm. Smith, Casey, Russell School",,,,Unknown
Perkins_M_T115-5_bp,42.399772,-71.136539,T115 bp,1911-11-01,"Cambridge, MA","Walsh, James",,"Harrison Ave, Whittemore Ave, Madison Ave, Columbus Ave","John Kedian, Michael Hunt, Ann Newell, Hugh L. Cameron",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T115-5_bp,42.399772,-71.136539,T115 bp,1911-11-01,"Cambridge, MA","Walsh, James",,"Harrison Ave, Whittemore Ave, Madison Ave, Columbus Ave","John Kedian, Michael Hunt, Ann Newell, Hugh L. Cameron",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T116-1,42.389788,-71.134136,T116,1921-11-07,"Cambridge, MA","Bellis, William J.",,Bolston St,,,,,W.A. Mason & Son Co.
Perkins_M_T116-10,42.38684,-71.117275,T116,1921-10-01,"Cambridge, MA","Malcolm, John L.",,"Roseland Park, Roseland St",,,,,W.A. Mason & Son Co.
Perkins_M_T116-11,42.379795,-71.143631,T116,1921-11-09,"Cambridge, MA","Hederstedt, August N.",,"Larch Rd, Huron Ave","sketch of lots 1, 2, 3, 4, 5, 6",,,,W.A. Mason & Son Co.
Perkins_M_T116-11,42.379795,-71.143631,T116,1922-05-01,"Cambridge, MA","Hederstedt, August N.",,"Fresh Pond Parkway, Larch Rd, Huron Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T116-11,42.379795,-71.143631,T116,1922-05-01,"Cambridge, MA","Hederstedt, August N.",,"Fresh Pond Parkway, Larch Rd, Huron Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T116-11,42.379795,-71.143631,T116,1922-05-01,"Cambridge, MA","Hederstedt, August N.",,"Fresh Pond Parkway, Larch Rd, Huron Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T116-11,42.379795,-71.143631,T116,1922-09-25,"Cambridge, MA","Hederstedt, August N.",,"Fresh Pond Parkway, Larch Rd, Huron Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T116-13,42.366127,-71.16364,T116,1921-12-09,"Watertown, MA",,,"Dexter Ave, Laurel St","Glidden, Stead, E.N. Foss",,,,W.A. Mason & Son Co.
Perkins_M_T116-14,42.396484,-71.130263,T116,1921-01-01,"Cambridge, MA","Dix, Ervin R.",,"Dudley St, Cedar St, Mass Ave, Massachusetts Ave",Title block separate from survey,,,,W.A. Mason & Son Co.
Perkins_M_T116-2,42.391286,-71.123487,T116,1921-12-15,"Cambridge, MA","Stevens, Melissa E.",,"Walden St, Mass Ave, Massachusetts Ave, Cogswell Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T116-3,42.364505,-71.103054,T116,1921-12-01,"Cambridge, MA","Ginsburg, Harris",,"Mass Ave, Massachusetts Ave, Pearl St, Green St",,,,,W.A. Mason & Son Co.
Perkins_M_T116-4,42.375412,-71.101826,T116,1921-12-01,"Somerville, MA",,Plan of Premises,"Concord Ave, Beacon St, Hammond St",Hodgdon,,,,W.A. Mason & Son Co.
Perkins_M_T116-7,42.369266,-71.09674,T116,1921-10-01,"Somerville, MA","Betancourt, Manuel A.",,"Columbia Court, Columbia St",,,,,W.A. Mason & Son Co.
Perkins_M_T116-9,42.384126,-71.12271,T116,1922-02-15,"Cambridge, MA","Barnard, Edward A.",,"Linnaean St, Washington Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T117-1,42.357002,-71.103773,T117,1912-02-01,"Cambridge, MA",Industrial Branch R.R.,,"Reardon St, Waverly St, Erie St",John Reardon & Sons Corporation,,,,W.A. Mason & Son Co.
Perkins_M_T117-13_bp,42.385917,-71.132221,T117 bp,1913-09-01,"Cambridge, MA","Allen, Frank A.",,"Prospect St, Harvard St, Broadway","Helen L. Chandler, Ann Farrell, Fred Dow, Eliz. P. Farrow, William H. Ford",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T117-13_bp,42.385917,-71.132221,T117 bp,1913-09-01,"Cambridge, MA","Allen, Frank A.",,"Prospect St, Harvard St, Broadway","Ann Farrell, Fred Dow, Mary R. Crocker, Samuel Nash",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T117-2,42.389978,-71.121165,T117,1912-02-01,"Cambridge, MA","Brooks, William F.",,"Porter Rd, Regent St, Mass Ave",James J. Conley,William F. Brooks,,,W.A. Mason & Son Co.
Perkins_M_T117-3,42.376899,-71.15834,T117,1911-12-01,"Belmont, MA","Conley, James J.",,"Grove St, Marion Rd",,,,,W.A. Mason & Son Co.
Perkins_M_T117-3,42.376899,-71.15834,T117,1912-02-01,"Belmont, MA","Conley, James J.",,"Grove St, Marion Rd",,,,,W.A. Mason & Son Co.
Perkins_M_T117-4,42.376895,-71.104352,T117,9999-01-01,"Somerville, MA",,,"Beacon St, Waldo Ave, Calvin St",presume W.A. Mason & Son,,,,W.A. Mason & Son Co.
Perkins_M_T117-7_bp,42.384158,-71.122608,T117 bp,1912-02-15,"Cambridge, MA","Barnard, Edward A.",,"Linnaean St, Washington Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T117-8_bp,42.364339,-71.085588,T117 bp,1912-01-01,"Cambridge, MA",Standard Oil Co.,,"Potter St, Broad Canal, Sixth St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T117-9,42.380148,-71.130252,T117,1911-12-27,"Cambridge, MA","Hill, F. Stanhope",,Buckingham St,"Fletcher, Dodge, Stevens",,,,W.A. Mason & Son Co.
Perkins_M_T118-10,42.356609,-71.100791,T118,1912-03-01,"Cambridge, MA",,,"Brookline St, Charles River Parkway, Amherst St, Princeton Ave, Vassar St",,,,,W.A. Mason & Son Co.
Perkins_M_T118-14_bp,42.372309,-71.099525,T118 bp,1912-03-01,"Cambridge, MA","Carney, Francis J. ",,"Hampshire St, Prospect St, Amory St","Mary H. Fiekens, Patrick Butler, Patrick Donovan, John Higgins",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T118-9,42.358005,-71.10285,T118,1912-03-01,"Cambridge, MA",,Essex Street Bridge,"Charles River Parkway, Essex St, Brookline St, Harvard Bridge",,,,,W.A. Mason & Son Co.
Perkins_M_T12-1,42.387403,-71.125714,T12,1888-07-13,"Cambridge, MA",Rindge; F.H.,,"Whittier St, Lambert Ave, Walden St, Hubbard Ave, Mount Pleasant St, Raymond St","Emma B. Richardson, Elizabeth Niles, Claudius B. Moulton, Mary E. Gage",shows houses,,,W.A. Mason & Son Co.
Perkins_M_T12-10,42.357248,-71.109658,T12,1889-02-25,"Cambridge, MA","Chamberlain, Newell; Chamberlain, George D.",,"Acorn St, Chestnut St",,,,,W.A. Mason & Son Co.
Perkins_M_T12-12,42.352074,-71.168264,T12,1888-11-01,"Brighton (Boston, MA)","Champney, William R.",,"Oak Sq, Bigelow St, Stratton St, Champney St, Washington St, Faneuil St",B. F. Sanborn,"nice title block, northarrow, shows B. F. Sanborn's home",,,W.A. Mason & Son Co.
Perkins_M_T12-7,42.366812,-71.105039,T12,1888-08-09,"Cambridge, MA",The First Universalist Society,,"Main St, Inman St","Cambridge Mutual Fire Ins. Co Heirs of Asa Murdock, D. U. Chamberlain W. W. Wellington, E. Burt Phillips, Devisees of Wm. Pray",elaborate title block and northarrow,,,W.A. Mason & Son Co.
Perkins_M_T120-10_bp,42.29206,-71.156484,T120 bp,1912-07-01,"West Roxbury (Boston, MA)","Welsh, Willard",,"Westover St, Weld St, Willow St","James R. Rounding, George West, Ada T. Hayden",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T120-11_bp,42.278273,-71.146474,T120 bp,1912-07-01,"West Roxbury (Boston, MA)","Welsh, Willard",,"Wren St, Marten St, Park St","Frances Orr, Helen S. Tirrell",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T120-12_bp,42.373268,-71.082782,T120 bp,1912-07-01,"Cambridge, MA","Welch, William",,"Winter St, Fifth St, Gore St, Fourth St","John H. Brine, John P. Squire & Co.",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T120-13_bp,42.365247,-71.086966,T120 bp,1912-01-01,"Cambridge, MA",Standard Oil Co.,,"Potter St, Broad Canal, Sixth St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T120-14_bp,42.263276,-71.029363,T120 bp,1912-06-01,"Quincy, MA","Welsh, Willard",,"Elmwood Ave, Norfolk St","Robert K. James, George B. James, Wolaston Land Co.",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T120-15_bp,42.519498,-71.085352,T120 bp,1912-06-01,"Wakefield, MA","Welsh, Willard",,Lake Quannapowitt,Charles P. Rosson,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T120-2,42.363808,-71.099235,T120,1912-07-01,"Cambridge, MA","Douglass, Robert",,"Austin St, Columbia St, Main St","Filmore, Shaw, Holman, Condon, White",,,,W.A. Mason & Son Co.
Perkins_M_T120-3_bp,42.38978,-71.134238,T120 bp,1911-11-07,"Cambridge, MA","Bellis, William J.",,Bolton St,,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T120-5_bp,42.365611,-71.102904,T120 bp,1912-07-01,"Cambridge, MA",,Plan of land Plan B,"Austin St, Essex St, Mass Ave, Massachusetts Ave","J.H. Concoran, Hyde, Douglas, R. Wentworth, Manhattan Market Co., Peters",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T120-6,42.374521,-71.120617,T120,1912-07-01,"Cambridge, MA","Furbish, F.B.",,"Church St, Palmer St","Thomas Stearns, Morrell Wyman,",,,,W.A. Mason & Son Co.
Perkins_M_T120-7,42.354964,-71.107721,T120,1912-07-01,"Cambridge, MA","Reardon, Edmund",,"Sidney St, Chestnut St, Henry St",,,,,W.A. Mason & Son Co.
Perkins_M_T120-9_bp,42.429638,-71.183794,T120 bp,1912-08-01,"Arlington, MA","Welsh, Willard",,"Westmoreland Ave, Crescent Hill Ave","William Salter, John Kirchmayer, James H. Colprit",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T121-1_bp,42.364379,-71.091328,T121 bp,1912-10-01,"Cambridge, MA","Bright, Elmer H.",,"Harvard St, Burleigh St","Annie B. Mathews, Sarah M. Fay, Old South Canal, Broadway Storage Co., Lever Bros Limited",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T121-1_bp,42.364379,-71.091328,T121 bp,1912-10-01,"Cambridge, MA","Bright, Elmer H.",,"Harvard St, Burleigh St","Annie B. Mathews, Sarah M. Fay, Old South Canal, Broadway Storage Co., Lever Bros Limited",blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T121-10,42.366551,-71.103821,T121,1912-10-01,"Cambridge, MA","Emerson, Frank S.",,"Temple St, Austin St",,,,,W.A. Mason & Son Co.
Perkins_M_T121-13,42.38167,-71.139629,T121,1912-10-09,"Cambridge, MA","Conley, James J.",,"Standish St, Malcolm Rd, Lake View Ave, Huron Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T121-14,42.381503,-71.112544,T121,1912-10-01,"Cambridge, MA","Brooks, William F.",,"Museum St, Carver St, Hammond St",,,,,W.A. Mason & Son Co.
Perkins_M_T121-14_bp,42.381503,-71.112544,T121 bp,1912-10-01,"Cambridge, MA","Brooks, William F.",,"Hammond St, Carver St, Museum St",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T121-15,42.364664,-71.103344,T121,1912-09-01,"Cambridge, MA",Manhattan Market Co.,,"Green St, Pearl St, Mass Ave, Massachusetts Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T121-15_bp,42.364664,-71.103344,T121 bp,1912-12-01,"Watertown, MA","Morang, W.F.",,"Lloyd Rd, Clayton St, Mount Auburn St, Irma Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T121-18,42.371223,-71.159257,T121,1912-12-01,"Watertown, MA","Morang, W.F.",,"Lloyd Rd, Clayton St, Mount Auburn St, Irma Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T121-18,42.371223,-71.159257,T121,1919-05-01,"Watertown, MA","Morang, W.F.",,"Mount Auburn St, Lloyd Rd, Irma Ave",,,,,W.A. Mason & Son Co.
Perkins_M_T121-2_bp,42.352796,-71.134404,T121 bp,1912-08-01,"Allston (Boston, MA)","Hollis, Hiram H.",,"Quint Ave, Allston St, Brighton Ave",,blueprint,,blueprint,W.A. Mason & Son Co.
Perkins_M_T121-3_bp,42.362361,-71.138996,T121 bp,1912-10-01,"Brighton (Boston, MA)","Hollis, Hiram H.",,"Western Ave, Antwerp St, Litchfield St","Annie W. Pond, George W. Hollis, Judith G. Rollins",blueprint,,blueprint,W.A. Mason & Son Co.
